=== Parameters ===
Model Params:	32.79 [million]
=== Dataset ===
Batch size: 128
Train data:
Batches:	469

[ Started training ]

Step 1: (loss: 1.110600471496582, loss_fm: 1.110600471496582, loss_sc: 0.0, lr: 1.9989000574955988e-07)
Step 39401: (loss: 0.07657970488071442, loss_fm: 0.0744718462228775, loss_sc: 0.0021078563295304775, lr: 4.499167168759691e-05)
Step 39501: (loss: 0.0803544670343399, loss_fm: 0.07688567787408829, loss_sc: 0.0034687870647758245, lr: 4.494620349778686e-05)
Step 39601: (loss: 0.07906416058540344, loss_fm: 0.07099603116512299, loss_sc: 0.008068125694990158, lr: 4.490087287920817e-05)
Step 39701: (loss: 0.07717153429985046, loss_fm: 0.07606084644794464, loss_sc: 0.0011106892488896847, lr: 4.485567913951792e-05)
Step 39801: (loss: 0.08174903690814972, loss_fm: 0.08034387230873108, loss_sc: 0.0014051614562049508, lr: 4.4810621591241355e-05)
Step 39901: (loss: 0.07797848433256149, loss_fm: 0.07562869042158127, loss_sc: 0.0023497946094721556, lr: 4.4765699551728044e-05)
Step 40001: (loss: 0.08518055826425552, loss_fm: 0.08068668842315674, loss_sc: 0.004493872635066509, lr: 4.472091234310839e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 40101: (loss: 0.07514087855815887, loss_fm: 0.0748542845249176, loss_sc: 0.0002865944989025593, lr: 4.4676259292250686e-05)
Step 40201: (loss: 0.07782473415136337, loss_fm: 0.07662476599216461, loss_sc: 0.00119996746070683, lr: 4.4631739730718656e-05)
Step 40301: (loss: 0.08044401556253433, loss_fm: 0.07783205062150955, loss_sc: 0.0026119614485651255, lr: 4.458735299472934e-05)
Step 40401: (loss: 0.08160606026649475, loss_fm: 0.07922620326280594, loss_sc: 0.0023798560723662376, lr: 4.454309842511161e-05)
Step 40501: (loss: 0.08051880449056625, loss_fm: 0.07392574846744537, loss_sc: 0.006593058817088604, lr: 4.449897536726504e-05)
Step 40601: (loss: 0.07443663477897644, loss_fm: 0.07338713854551315, loss_sc: 0.0010494999587535858, lr: 4.44549831711192e-05)
Step 40701: (loss: 0.07398021221160889, loss_fm: 0.0726817324757576, loss_sc: 0.001298481016419828, lr: 4.441112119109347e-05)
Step 40801: (loss: 0.07218991965055466, loss_fm: 0.06680001318454742, loss_sc: 0.005389906000345945, lr: 4.436738878605722e-05)
Step 40901: (loss: 0.07845679670572281, loss_fm: 0.07639896124601364, loss_sc: 0.0020578368566930294, lr: 4.4323785319290475e-05)
Step 41001: (loss: 0.08048379421234131, loss_fm: 0.07826007157564163, loss_sc: 0.0022237207740545273, lr: 4.428031015844496e-05)
Step 41101: (loss: 0.07376062870025635, loss_fm: 0.07285907119512558, loss_sc: 0.0009015558753162622, lr: 4.42369626755056e-05)
Step 41201: (loss: 0.08222995698451996, loss_fm: 0.08197974413633347, loss_sc: 0.0002502123825252056, lr: 4.41937422467524e-05)
Step 41301: (loss: 0.0687396451830864, loss_fm: 0.06779976934194565, loss_sc: 0.0009398749680258334, lr: 4.415064825272275e-05)
Step 41401: (loss: 0.08283238112926483, loss_fm: 0.08037632703781128, loss_sc: 0.002456052927300334, lr: 4.410768007817417e-05)
Step 41501: (loss: 0.078078992664814, loss_fm: 0.07545311748981476, loss_sc: 0.0026258747093379498, lr: 4.406483711204738e-05)
Step 41601: (loss: 0.08251994848251343, loss_fm: 0.07674645632505417, loss_sc: 0.005773494485765696, lr: 4.4022118747429797e-05)
Step 41701: (loss: 0.07730820775032043, loss_fm: 0.07402556389570236, loss_sc: 0.0032826431561261415, lr: 4.397952438151947e-05)
Step 41801: (loss: 0.08412987738847733, loss_fm: 0.08207005262374878, loss_sc: 0.0020598224364221096, lr: 4.393705341558929e-05)
Step 41901: (loss: 0.07434963434934616, loss_fm: 0.07252202183008194, loss_sc: 0.001827612635679543, lr: 4.3894705254951725e-05)
Step 42001: (loss: 0.07737269252538681, loss_fm: 0.07611045241355896, loss_sc: 0.0012622397625818849, lr: 4.3852479308923754e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 42101: (loss: 0.07630010694265366, loss_fm: 0.07345027476549149, loss_sc: 0.0028498333413153887, lr: 4.381037499079233e-05)
Step 42201: (loss: 0.077974334359169, loss_fm: 0.07485499978065491, loss_sc: 0.0031193355098366737, lr: 4.376839171778012e-05)
Step 42301: (loss: 0.08239953964948654, loss_fm: 0.0799231305718422, loss_sc: 0.002476411173120141, lr: 4.37265289110116e-05)
Step 42401: (loss: 0.07829154282808304, loss_fm: 0.07604407519102097, loss_sc: 0.0022474657744169235, lr: 4.3684785995479596e-05)
Step 42501: (loss: 0.08065720647573471, loss_fm: 0.07987824827432632, loss_sc: 0.0007789553492330015, lr: 4.3643162400012026e-05)
Step 42601: (loss: 0.08138584345579147, loss_fm: 0.0736161321401596, loss_sc: 0.007769712246954441, lr: 4.360165755723916e-05)
Step 42701: (loss: 0.07689477503299713, loss_fm: 0.07551927119493484, loss_sc: 0.0013755062827840447, lr: 4.356027090356106e-05)
Step 42801: (loss: 0.06987199187278748, loss_fm: 0.06937704235315323, loss_sc: 0.0004949483554810286, lr: 4.351900187911551e-05)
Step 42901: (loss: 0.07806534320116043, loss_fm: 0.07738911360502243, loss_sc: 0.0006762283737771213, lr: 4.347784992774615e-05)
Step 43001: (loss: 0.07511483877897263, loss_fm: 0.07230649888515472, loss_sc: 0.002808336867019534, lr: 4.343681449697101e-05)
Step 43101: (loss: 0.07477226853370667, loss_fm: 0.07408808916807175, loss_sc: 0.0006841816939413548, lr: 4.339589503795138e-05)
Step 43201: (loss: 0.0709846243262291, loss_fm: 0.06943129748106003, loss_sc: 0.0015533280093222857, lr: 4.3355091005460974e-05)
Step 43301: (loss: 0.07186082005500793, loss_fm: 0.07016025483608246, loss_sc: 0.0017005689442157745, lr: 4.331440185785537e-05)
Step 43401: (loss: 0.07738251984119415, loss_fm: 0.07530970871448517, loss_sc: 0.002072814153507352, lr: 4.327382705704187e-05)
Step 43501: (loss: 0.08059690147638321, loss_fm: 0.07907643169164658, loss_sc: 0.0015204697847366333, lr: 4.3233366068449585e-05)
Step 43601: (loss: 0.0802496001124382, loss_fm: 0.07870864868164062, loss_sc: 0.001540954690426588, lr: 4.319301836099988e-05)
Step 43701: (loss: 0.07486020028591156, loss_fm: 0.07355699688196182, loss_sc: 0.0013032053830102086, lr: 4.315278340707706e-05)
Step 43801: (loss: 0.07839717715978622, loss_fm: 0.07664470374584198, loss_sc: 0.001752474345266819, lr: 4.311266068249939e-05)
Step 43901: (loss: 0.07339878380298615, loss_fm: 0.07295042276382446, loss_sc: 0.000448363833129406, lr: 4.307264966649046e-05)
Step 44001: (loss: 0.07860254496335983, loss_fm: 0.07809443026781082, loss_sc: 0.0005081127746962011, lr: 4.3032749841650764e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 44101: (loss: 0.07156313210725784, loss_fm: 0.06913000345230103, loss_sc: 0.0024331274908035994, lr: 4.2992960693929584e-05)
Step 44201: (loss: 0.0803089365363121, loss_fm: 0.07901245355606079, loss_sc: 0.0012964803026989102, lr: 4.29532817125972e-05)
Step 44301: (loss: 0.07197166234254837, loss_fm: 0.07179734855890274, loss_sc: 0.00017431408923584968, lr: 4.291371239021733e-05)
Step 44401: (loss: 0.08017906546592712, loss_fm: 0.0752328559756279, loss_sc: 0.004946210887283087, lr: 4.287425222261993e-05)
Step 44501: (loss: 0.0733056366443634, loss_fm: 0.07156186550855637, loss_sc: 0.0017437676433473825, lr: 4.2834900708874134e-05)
Step 44601: (loss: 0.07503858953714371, loss_fm: 0.0729106143116951, loss_sc: 0.0021279763896018267, lr: 4.2795657351261605e-05)
Step 44701: (loss: 0.07214172929525375, loss_fm: 0.06759238243103027, loss_sc: 0.0045493473298847675, lr: 4.275652165525006e-05)
Step 44801: (loss: 0.07394760847091675, loss_fm: 0.07354052364826202, loss_sc: 0.00040708392043597996, lr: 4.2717493129467136e-05)
Step 44901: (loss: 0.07298536598682404, loss_fm: 0.07120709866285324, loss_sc: 0.0017782679060474038, lr: 4.267857128567443e-05)
Step 45001: (loss: 0.07969923317432404, loss_fm: 0.07836507260799408, loss_sc: 0.001334158587269485, lr: 4.263975563874188e-05)
Step 45101: (loss: 0.07988333702087402, loss_fm: 0.0789250060915947, loss_sc: 0.0009583336068317294, lr: 4.2601045706622346e-05)
Step 45201: (loss: 0.07624389231204987, loss_fm: 0.07136201858520508, loss_sc: 0.004881872795522213, lr: 4.2562441010326494e-05)
Step 45301: (loss: 0.06887418031692505, loss_fm: 0.06816328316926956, loss_sc: 0.0007108957506716251, lr: 4.252394107389788e-05)
Step 45401: (loss: 0.07793261110782623, loss_fm: 0.07722266763448715, loss_sc: 0.000709943997208029, lr: 4.24855454243883e-05)
Step 45501: (loss: 0.0742977112531662, loss_fm: 0.07084690779447556, loss_sc: 0.0034508060198277235, lr: 4.244725359183342e-05)
Step 45601: (loss: 0.07714954018592834, loss_fm: 0.07626456022262573, loss_sc: 0.000884980196133256, lr: 4.2409065109228556e-05)
Step 45701: (loss: 0.0779995247721672, loss_fm: 0.07228319346904755, loss_sc: 0.00571632944047451, lr: 4.237097951250484e-05)
Step 45801: (loss: 0.07608425617218018, loss_fm: 0.07334260642528534, loss_sc: 0.0027416490484029055, lr: 4.2332996340505454e-05)
Step 45901: (loss: 0.071915403008461, loss_fm: 0.07124368101358414, loss_sc: 0.0006717211799696088, lr: 4.229511513496221e-05)
Step 46001: (loss: 0.07856260985136032, loss_fm: 0.07567509263753891, loss_sc: 0.0028875137213617563, lr: 4.225733544047232e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 46101: (loss: 0.07845047861337662, loss_fm: 0.07591509073972702, loss_sc: 0.002535388106480241, lr: 4.221965680447543e-05)
Step 46201: (loss: 0.07972969114780426, loss_fm: 0.07381316274404526, loss_sc: 0.005916532129049301, lr: 4.218207877723081e-05)
Step 46301: (loss: 0.07723073661327362, loss_fm: 0.07373825460672379, loss_sc: 0.003492478746920824, lr: 4.214460091179484e-05)
Step 46401: (loss: 0.07705066353082657, loss_fm: 0.07399683445692062, loss_sc: 0.0030538293067365885, lr: 4.210722276399864e-05)
Step 46501: (loss: 0.07793694734573364, loss_fm: 0.07731855660676956, loss_sc: 0.0006183891091495752, lr: 4.2069943892426025e-05)
Step 46601: (loss: 0.0809977799654007, loss_fm: 0.07696947455406189, loss_sc: 0.004028305411338806, lr: 4.2032763858391565e-05)
Step 46701: (loss: 0.08406558632850647, loss_fm: 0.07700829207897186, loss_sc: 0.007057296112179756, lr: 4.1995682225918885e-05)
Step 46801: (loss: 0.0766846090555191, loss_fm: 0.07511253654956818, loss_sc: 0.0015720694791525602, lr: 4.195869856171926e-05)
Step 46901: (loss: 0.06896761059761047, loss_fm: 0.06804603338241577, loss_sc: 0.000921579310670495, lr: 4.1921812435170294e-05)
Step 47001: (loss: 0.08293095231056213, loss_fm: 0.08058100938796997, loss_sc: 0.0023499466478824615, lr: 4.1885023418294874e-05)
Step 47101: (loss: 0.07202456891536713, loss_fm: 0.0696898028254509, loss_sc: 0.002334767021238804, lr: 4.184833108574032e-05)
Step 47201: (loss: 0.08037447184324265, loss_fm: 0.07440447807312012, loss_sc: 0.005969994701445103, lr: 4.181173501475775e-05)
Step 47301: (loss: 0.07137002050876617, loss_fm: 0.06996925920248032, loss_sc: 0.0014007631689310074, lr: 4.177523478518157e-05)
Step 47401: (loss: 0.08286015689373016, loss_fm: 0.07913174480199814, loss_sc: 0.0037284099962562323, lr: 4.173882997940927e-05)
Step 47501: (loss: 0.07313869893550873, loss_fm: 0.07108792662620544, loss_sc: 0.002050772774964571, lr: 4.1702520182381315e-05)
Step 47601: (loss: 0.07386042177677155, loss_fm: 0.07043896615505219, loss_sc: 0.003421455854550004, lr: 4.166630498156129e-05)
Step 47701: (loss: 0.06841054558753967, loss_fm: 0.06799598783254623, loss_sc: 0.0004145550192333758, lr: 4.163018396691621e-05)
Step 47801: (loss: 0.08659049868583679, loss_fm: 0.0810329020023346, loss_sc: 0.005557599011808634, lr: 4.159415673089703e-05)
Step 47901: (loss: 0.07765477150678635, loss_fm: 0.07475707679986954, loss_sc: 0.002897692611441016, lr: 4.155822286841931e-05)
Step 48001: (loss: 0.0792190209031105, loss_fm: 0.07738290727138519, loss_sc: 0.0018361122347414494, lr: 4.15223819768441e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 48101: (loss: 0.06975091248750687, loss_fm: 0.06890183687210083, loss_sc: 0.0008490733453072608, lr: 4.1486633655959005e-05)
Step 48201: (loss: 0.07719813287258148, loss_fm: 0.07675234973430634, loss_sc: 0.0004457865725271404, lr: 4.145097750795938e-05)
Step 48301: (loss: 0.07403994351625443, loss_fm: 0.06815419346094131, loss_sc: 0.005885747727006674, lr: 4.141541313742977e-05)
Step 48401: (loss: 0.07476352900266647, loss_fm: 0.07382380962371826, loss_sc: 0.0009397229296155274, lr: 4.137994015132549e-05)
Step 48501: (loss: 0.0766315832734108, loss_fm: 0.07400334626436234, loss_sc: 0.0026282374747097492, lr: 4.134455815895432e-05)
Step 48601: (loss: 0.07814403623342514, loss_fm: 0.07553192973136902, loss_sc: 0.002612105570733547, lr: 4.1309266771958555e-05)
Step 48701: (loss: 0.08243748545646667, loss_fm: 0.0812356248497963, loss_sc: 0.0012018611887469888, lr: 4.127406560429698e-05)
Step 48801: (loss: 0.07463252544403076, loss_fm: 0.07144883275032043, loss_sc: 0.0031836892012506723, lr: 4.12389542722272e-05)
Step 48901: (loss: 0.07561687380075455, loss_fm: 0.07413599640130997, loss_sc: 0.0014808790292590857, lr: 4.120393239428805e-05)
Step 49001: (loss: 0.07247121632099152, loss_fm: 0.07168202847242355, loss_sc: 0.0007891900022514164, lr: 4.116899959128221e-05)
Step 49101: (loss: 0.07328793406486511, loss_fm: 0.07212039828300476, loss_sc: 0.0011675385758280754, lr: 4.11341554862589e-05)
Step 49201: (loss: 0.07310204952955246, loss_fm: 0.07081582397222519, loss_sc: 0.0022862267214804888, lr: 4.109939970449689e-05)
Step 49301: (loss: 0.08089742809534073, loss_fm: 0.07986785471439362, loss_sc: 0.0010295704705640674, lr: 4.106473187348749e-05)
Step 49401: (loss: 0.07297688722610474, loss_fm: 0.07118861377239227, loss_sc: 0.001788272405974567, lr: 4.1030151622917826e-05)
Step 49501: (loss: 0.07358983159065247, loss_fm: 0.07200972735881805, loss_sc: 0.001580102602019906, lr: 4.0995658584654215e-05)
Step 49601: (loss: 0.0772094875574112, loss_fm: 0.07286499440670013, loss_sc: 0.004344492685049772, lr: 4.0961252392725714e-05)
Step 49701: (loss: 0.0775536298751831, loss_fm: 0.07285948097705841, loss_sc: 0.004694151226431131, lr: 4.0926932683307764e-05)
Step 49801: (loss: 0.07656947523355484, loss_fm: 0.07569475471973419, loss_sc: 0.0008747185347601771, lr: 4.089269909470613e-05)
Step 49901: (loss: 0.07366956770420074, loss_fm: 0.07335752993822098, loss_sc: 0.00031203730031847954, lr: 4.085855126734079e-05)
